"Fig. 3. PETROLEUM TANK, CONCRETE BRIDGE, STREET, TRESTLE (MARSEILLES) ",Caption
"Fig. 5. STEEL. Broken Steel Rod Enlarged Three Times ",Caption
"Note the great density of the structure in contrast to other building materials, such as wood: from this ",Caption
"Even FONTAINE, one of the founders of the Empire style, converted in old age to the new material. In ",Caption
"LA RESERVE",Caption
"(Ground floor of the library of Sainte-",Caption
"Fig. 12. H. LABROUSTE: LIBRARY OF SAINTE-GENEVI&VE. 1843-50 ",Caption
"The glazed canopy is from a later date (1880). ",Caption
"PLAN OF THE MAIN BUILDING ",Caption
"MANET not .only grasped externally the reality of the age but also translated it into an adequate pic",Caption
"CONSTRUCTION: the soaring round arches of the nave seem much advanced, their ",Paragraph
"Greatest possible influx of light. ",Paragraph
"Champ de Mars. A rectangle: 350 x 700 meters. The earlier elliptical form was",Paragraph
"Equilibrium with respect to external pressure (wind, snow). ",Paragraph
"England, France (through Henri SAUVAGE), and Germany are being made to use ",Paragraph
"Perret is a constructorJ8l Engineer",Paragraph
"TIAL BUILDING, and the facade openly",Paragraph
"bricks were used for the walls, a material ",Paragraph
"The Casablanca docks (1916) and the church at Le Raincy (1922/23) are assem-",Paragraph
"organism of architecture on a constructional basis.",Paragraph
"THE NEW SPACE CONCEPTION: PERSPECTIVE ",Title
"THE LA TE BAROQUE ",Title
"The Residential Group and Nature",Title
"Single Squares",Title
"PART III : THE EVOLUTION OF NEW POTENTIALITIES",Title
"Early Iron Construction in England ",Title
"FROM THE IRON COLUMN TO THE STEEL FRAME",Title
"THE SCHISM BETWEEN ARCHITECTURE AND",Title
"Ecole Polylechnique: the Connection between Science and Life",Title
"Market Halls",Title
"Chicago, 1893 ",Title
"5. BRUNELLESCII, Pazzi",Caption
"Chapel, Florence, begun in 1430.",Caption
"MINI, Sant' Ivo, Rome.",Caption
"11. FANCESCO BORRO-",Caption
"18. Mosque al Hakem, Cordova, 965. Dorne ",Caption
"30. HERE DE CORNY, Three",Caption
"36. Piazza del Popolo",Caption
"46. Automaton: writing doll, ",Caption
"Neuchatel, about 1770. ",Caption
"219-221 Chestnut Street, facade",Caption
"Versailles has a highway linking it with Paris (fig. 26). It ",Paragraph
"course." There was no church or castle to which the town had ",Paragraph
"of objects?" The great problem for us is "How can produc"",Paragraph
"the Rue de Turin. ",Paragraph
"mired chiefly for two things: its perfect adjustment to its ",Paragraph
"Tony Garnier. (born in 1869) made reinforced concrete the",Paragraph
"for purpose 1 (fig. 149)." ",Paragraph
"The height of the lower part of",Paragraph
". . The principle of Balloon Framing is the true one for ",Paragraph
"wrought nails cost 25c a pound. . . . This made their use for ",Paragraph
"cut studs and its covering of clapboards grew out of the seven",Paragraph
"General Editors Preface",Title
"C",Title
"B",Title
"Z",Title
"List of contributors",Title
"A",Title
"D",Title
"Y",Title
"E",Title
"M",Title
"Aalto. Maison Carre, Bazoches-sur-Guyonne,",Caption
"Art Nouveau. Casa Mila, Barcelona (1905-10),",Caption
"Austria. Sanatorium at Purkersdorf (1902) by",Caption
"Meier. The Atheneum, New Harmony, Ind.",Caption
"Metabolism. Sky House, Tokyo (1959), by",Caption
" (1953-6), by Juan O'Gorman",Caption
"Mies van der Rohe. Wolf House, Guben (1926)",Caption
"Building, IIT, Chicago (1942)",Caption
" Netherlands. Villa Huis ten Bosch, Bosch en",Caption
"Säo Paulo (in collaboration; 1951-4)",Caption
"organic architecture. The architect's own house,",Caption
"Robert L. Delevoy",Paragraph
"Bjorn Linn",Paragraph
"Maki, Fumihiko, b. Tokyo 1928. Studied at",Paragraph
"Residential Building at Gonville and Caius",Paragraph
"penor de Arquitectura in Barcelona. In 1951 he",Paragraph
" industriels modernes' (1925). He was without a",Paragraph
"Berlin.",Paragraph
"After his departure from Germany, M. never",Paragraph
"fertile ground in Europe, is his commitment to",Paragraph
" Fomin on many state projects, particularly the",Paragraph
"MODERN BUILDING",Title
"1. FLOWERING AND FADING ",Title
"3. THE ROLE OF AMERICA",Title
"THE ISOLATED PIONEERS",Title
"SUMMARY",Title
"THE YOUNG GENERATION",Title
"CHARACTERISTICS OF THE NEW STYLE",Title
"2. TECHNIQUE, CONSTRUCTION,",Title
"NEW BUILDING METHODS",Title
"5. A NEW CITY TYPE",Title
"THE NEED OF A NEW TYPE ",Title
"CITY HALL, STOCKHOLM, Ragnar Ostberg, architect ",Caption
"THE GAR TH, England. M. A. Baillie Scott, architect ",Caption
"THEATRE, Cologne, 1914. Designed for the Gennan",Caption
"1886-1887. H. H. Richardson, ar",Caption
"SCHLESINGER-MEYER BUILDING,",Caption
"HOUSE IN GUBEN, 1929. Mies van der Rohe, architect",Caption
"and Wiebenga, engineer",Caption
"and Chermayeff, architects ",Caption
"VIEWS OF DE LA WARR PAVILION, Bexhill-on-Sea, England. Mendelsohr ",Caption
"PROJECT FOR THE FACADE ",Caption
"Van Wyck Brooks, in The Flowering of New England, refers",Paragraph
"Cubism-that is one of the numerous currents in art origina",Paragraph
"The Earth as a Good Dwelling, or The Dissolution of Cities, a ",Paragraph
"Aroused by the potentialities of modern building technique, ",Paragraph
"Juste-Aurele Meissonier in 1726, a first bold experiment in in-",Paragraph
"first arose a huge wave of expressionism, producing strange",Paragraph
"of romantic ecstasy. ",Paragraph
"The big auditorium is covered with a dome decorated ",Paragraph
"Commonwealth.",Paragraph
"In European countries, the need for regional planning was ",Paragraph
